id_lokasi,dmgratio_cr_mflux5,dmgratio_cr_mflux2,dmgratio_lightwood_mflux5,dmgratio_lightwood_mflux2,dmgratio_mcf_mflux5,dmgratio_mcf_mflux2,dmgratio_mur_mflux5,dmgratio_mur_mflux2
1925921.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925922.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925923.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925924.0,,1.0,,1.0,,1.0,,1.0
1925925.0,,1.0,,1.0,,1.0,,1.0
1925926.0,,1.0,,1.0,,1.0,,1.0
1925927.0,,1.0,,1.0,,1.0,,1.0
1925928.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925929.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925930.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925931.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925932.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925933.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925934.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925935.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925936.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925937.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925938.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925939.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925940.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925941.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925942.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925943.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925944.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925945.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925946.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925947.0,,1.0,,1.0,,1.0,,1.0
1925948.0,,1.0,,1.0,,1.0,,1.0
1925949.0,,1.0,,1.0,,1.0,,1.0
1925950.0,,1.0,,1.0,,1.0,,1.0
1925951.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925952.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925953.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925954.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925955.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925956.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925957.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925958.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925959.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925960.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925961.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925962.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925963.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925964.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925965.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925966.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925967.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925968.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925969.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925970.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925971.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925972.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925973.0,,1.0,,1.0,,1.0,,1.0
1925974.0,,1.0,,1.0,,1.0,,1.0
1925975.0,,1.0,,1.0,,1.0,,1.0
1925976.0,,1.0,,1.0,,1.0,,1.0
1925977.0,,1.0,,1.0,,1.0,,1.0
1925978.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925979.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925980.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925981.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925982.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925983.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925984.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925985.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925986.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925987.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925988.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925989.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925990.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925991.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925992.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925993.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925994.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925995.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925996.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925998.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925999.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926001.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926002.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926003.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926004.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926006.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926007.0,,1.0,,1.0,,1.0,,1.0
1926008.0,,1.0,,1.0,,1.0,,1.0
1926009.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926010.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926011.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926012.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926013.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926014.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926015.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926016.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926019.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926020.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926021.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926022.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926023.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926025.0,,1.0,,1.0,,1.0,,1.0
1926026.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926027.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926028.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926029.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926030.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926031.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926032.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926033.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926034.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926035.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926036.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926037.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926038.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926039.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926040.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926041.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926042.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926043.0,,1.0,,1.0,,1.0,,1.0
1926044.0,,1.0,,1.0,,1.0,,1.0
1926045.0,,1.0,,1.0,,1.0,,1.0
1926046.0,,1.0,,1.0,,1.0,,1.0
1926047.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926048.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926049.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926050.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926051.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926052.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926053.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926054.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926055.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926056.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926057.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926058.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926059.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926060.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926061.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926062.0,,1.0,,1.0,,1.0,,1.0
1926063.0,,1.0,,1.0,,1.0,,1.0
1926064.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926065.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926066.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926067.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926068.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926069.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926070.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926071.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926072.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926073.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926074.0,,1.0,,1.0,,1.0,,1.0
1926075.0,,1.0,,1.0,,1.0,,1.0
1926076.0,,1.0,,1.0,,1.0,,1.0
1926077.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926078.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926079.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926081.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926082.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926083.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926084.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926085.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926086.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926087.0,,1.0,,1.0,,1.0,,1.0
1926088.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926089.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926090.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926091.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926092.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926093.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926094.0,,1.0,,1.0,,1.0,,1.0
1926095.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926096.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926097.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926098.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926099.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926101.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926102.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926103.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926104.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926105.0,,1.0,,1.0,,1.0,,1.0
1926106.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926107.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926108.0,,1.0,,1.0,,1.0,,1.0
1926109.0,,1.0,,1.0,,1.0,,1.0
1926110.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926111.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926112.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926113.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926114.0,,1.0,,1.0,,1.0,,1.0
1926115.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926116.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926117.0,,1.0,,1.0,,1.0,,1.0
1926118.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926119.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926120.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926121.0,,1.0,,1.0,,1.0,,1.0
1926122.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926123.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926124.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926125.0,,1.0,,1.0,,1.0,,1.0
1926126.0,,1.0,,1.0,,1.0,,1.0
1926127.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926129.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926130.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926131.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926132.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926133.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926134.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926135.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926136.0,,1.0,,1.0,,1.0,,1.0
1926137.0,,1.0,,1.0,,1.0,,1.0
1926138.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926139.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926140.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926141.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926142.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926143.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926144.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926145.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926146.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926147.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926148.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926149.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926151.0,,1.0,,1.0,,1.0,,1.0
1926152.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926153.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926154.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926155.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926156.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926157.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926158.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926159.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926161.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926162.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926163.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926164.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926165.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926166.0,,1.0,,1.0,,1.0,,1.0
1926167.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926168.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926169.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926170.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926171.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926172.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926173.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926174.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926175.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926176.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926177.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926178.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926180.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926181.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926182.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926183.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926184.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926185.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926186.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926187.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926188.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926189.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926190.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926191.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926192.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
